order_id,order_date,region,product_category,sales_rep,lead_source,units_sold,unit_price,revenue,month
507272,2025-05-08,Midwest,Outdoor Shades,Rep A,Partner,2,263.52,527.04,2025-05
507273,2025-09-06,South,Smart Blinds,Rep D,Canvassing,5,224.58,1122.9,2025-09
507274,2024-12-11,South,Smart Blinds,Rep D,Canvassing,1,1089.55,1089.55,2024-12
507275,2024-09-12,South,Window Treatments,Rep C,Partner,2,1000.52,2001.04,2024-09
507276,2025-04-21,South,Smart Blinds,Rep C,Website,1,531.43,531.43,2025-04
507277,2024-05-06,West,Window Treatments,Rep C,Referral,1,970.69,970.69,2024-05
507278,2025-02-10,Midwest,Outdoor Shades,Rep D,Referral,4,714.85,2859.4,2025-02
507279,2024-04-25,East,Smart Blinds,Rep C,Inbound Call,1,914.47,914.47,2024-04
507280,2024-12-06,Midwest,Smart Blinds,Rep C,Partner,3,448.43,1345.29,2024-12
507281,2024-03-23,Midwest,Outdoor Shades,Rep B,Partner,4,398.79,1595.16,2024-03
507282,2025-02-28,Midwest,Smart Blinds,Rep E,Inbound Call,3,830.74,2492.22,2025-02
507283,2024-12-08,South,Accessories,Rep B,Referral,1,604.95,604.95,2024-12
507284,2024-07-08,South,Window Treatments,Rep C,Referral,2,951.71,1903.42,2024-07
507285,2025-09-03,East,Window Treatments,Rep E,Referral,3,544.77,1634.31,2025-09
507286,2025-02-18,South,Outdoor Shades,Rep A,Inbound Call,4,1058.61,4234.44,2025-02
507287,2025-02-22,East,Smart Blinds,Rep A,Inbound Call,1,241.34,241.34,2025-02
507288,2025-02-09,South,Outdoor Shades,Rep B,Referral,1,170.45,170.45,2025-02
507289,2024-04-11,South,Accessories,Rep B,Inbound Call,4,922.68,3690.72,2024-04
507290,2025-07-12,Midwest,Smart Blinds,Rep B,Website,2,429.67,859.34,2025-07
507291,2024-09-07,South,Smart Blinds,Rep E,Referral,5,235.41,1177.05,2024-09
507292,2024-12-05,Midwest,Window Treatments,Rep E,Partner,3,834.63,2503.89,2024-12
507293,2024-12-25,East,Window Treatments,Rep A,Inbound Call,3,655.81,1967.43,2024-12
507294,2024-06-10,East,Window Treatments,Rep C,Partner,3,595.83,1787.49,2024-06
507295,2024-01-17,West,Smart Blinds,Rep B,Inbound Call,1,420.69,420.69,2024-01
507296,2025-11-02,West,Smart Blinds,Rep B,Canvassing,3,313.27,939.81,2025-11
507297,2024-09-25,Midwest,Outdoor Shades,Rep D,Canvassing,4,323.49,1293.96,2024-09
507298,2024-05-14,Midwest,Outdoor Shades,Rep C,Referral,1,726.93,726.93,2024-05
507299,2025-08-17,West,Smart Blinds,Rep B,Website,3,923.02,2769.06,2025-08
507300,2025-01-17,South,Window Treatments,Rep B,Referral,5,391.19,1955.95,2025-01
507301,2024-09-19,Midwest,Outdoor Shades,Rep A,Website,2,471.67,943.34,2024-09
507302,2025-12-20,Midwest,Window Treatments,Rep D,Partner,1,476.74,476.74,2025-12
507303,2024-05-14,South,Smart Blinds,Rep E,Inbound Call,5,534.98,2674.9,2024-05
507304,2025-10-09,South,Smart Blinds,Rep E,Canvassing,3,714.41,2143.23,2025-10
507305,2024-09-10,West,Window Treatments,Rep C,Partner,3,623.48,1870.44,2024-09
507306,2024-05-13,West,Outdoor Shades,Rep D,Website,2,661.46,1322.92,2024-05
507307,2024-03-16,Midwest,Smart Blinds,Rep A,Canvassing,1,511.6,511.6,2024-03
507308,2024-05-09,West,Outdoor Shades,Rep C,Canvassing,1,565.26,565.26,2024-05
507309,2025-02-01,West,Outdoor Shades,Rep A,Website,3,1092.26,3276.78,2025-02
507310,2024-06-27,South,Window Treatments,Rep E,Website,1,655.49,655.49,2024-06
507311,2025-06-28,East,Outdoor Shades,Rep C,Referral,4,785.53,3142.12,2025-06
507312,2025-03-09,West,Window Treatments,Rep C,Partner,2,772.94,1545.88,2025-03
507313,2024-01-30,Midwest,Window Treatments,Rep E,Partner,3,184.99,554.97,2024-01
507314,2025-02-02,South,Window Treatments,Rep A,Canvassing,3,746.53,2239.59,2025-02
507315,2024-03-08,East,Outdoor Shades,Rep A,Canvassing,1,624.28,624.28,2024-03
507316,2025-01-29,South,Smart Blinds,Rep A,Canvassing,3,904.29,2712.87,2025-01
507317,2024-02-06,South,Outdoor Shades,Rep E,Partner,4,438.81,1755.24,2024-02
507318,2024-05-08,West,Window Treatments,Rep C,Website,5,406.78,2033.9,2024-05
507319,2025-02-27,West,Window Treatments,Rep E,Canvassing,3,834.52,2503.56,2025-02
507320,2024-06-12,West,Outdoor Shades,Rep D,Inbound Call,2,406.0,812.0,2024-06
507321,2025-04-29,East,Smart Blinds,Rep A,Inbound Call,5,397.9,1989.5,2025-04
507322,2025-10-30,South,Smart Blinds,Rep A,Website,2,614.59,1229.18,2025-10
507323,2025-06-02,Midwest,Outdoor Shades,Rep D,Referral,3,281.51,844.53,2025-06
507324,2025-06-13,East,Window Treatments,Rep B,Inbound Call,2,787.03,1574.06,2025-06
507325,2024-12-26,East,Smart Blinds,Rep C,Referral,4,180.26,721.04,2024-12
507326,2025-06-10,South,Smart Blinds,Rep C,Referral,1,365.32,365.32,2025-06
507327,2025-11-27,West,Outdoor Shades,Rep C,Inbound Call,5,491.26,2456.3,2025-11
507328,2025-02-01,Midwest,Outdoor Shades,Rep E,Referral,1,1000.03,1000.03,2025-02
507329,2024-08-01,South,Smart Blinds,Rep B,Website,3,648.81,1946.43,2024-08
507330,2025-12-07,South,Smart Blinds,Rep A,Canvassing,5,463.88,2319.4,2025-12
507331,2025-02-17,Midwest,Outdoor Shades,Rep E,Website,3,428.1,1284.3,2025-02
507332,2024-11-30,West,Smart Blinds,Rep A,Website,5,799.37,3996.85,2024-11
507333,2025-04-28,West,Smart Blinds,Rep E,Inbound Call,2,1013.38,2026.76,2025-04
507334,2025-06-18,West,Smart Blinds,Rep B,Referral,4,254.46,1017.84,2025-06
507335,2024-09-07,South,Outdoor Shades,Rep A,Inbound Call,1,897.66,897.66,2024-09
507336,2025-10-19,South,Smart Blinds,Rep E,Inbound Call,3,884.52,2653.56,2025-10
507337,2024-03-10,West,Smart Blinds,Rep A,Inbound Call,4,1046.09,4184.36,2024-03
507338,2024-04-01,Midwest,Smart Blinds,Rep C,Partner,1,736.3,736.3,2024-04
507339,2025-06-26,South,Smart Blinds,Rep E,Website,2,787.79,1575.58,2025-06
507340,2025-02-03,South,Accessories,Rep A,Referral,3,515.23,1545.69,2025-02
507341,2024-11-01,South,Window Treatments,Rep A,Referral,1,241.34,241.34,2024-11
507342,2024-10-29,South,Outdoor Shades,Rep E,Website,2,632.57,1265.14,2024-10
507343,2024-05-31,West,Accessories,Rep B,Referral,3,740.07,2220.21,2024-05
507344,2025-11-30,Midwest,Accessories,Rep E,Referral,4,994.89,3979.56,2025-11
507345,2025-01-25,Midwest,Smart Blinds,Rep D,Inbound Call,2,941.83,1883.66,2025-01
507346,2024-09-10,South,Window Treatments,Rep E,Inbound Call,2,641.51,1283.02,2024-09
507347,2024-05-03,Midwest,Window Treatments,Rep C,Referral,2,296.79,593.58,2024-05
507348,2024-07-25,West,Window Treatments,Rep B,Partner,3,838.81,2516.43,2024-07
507349,2024-11-24,East,Smart Blinds,Rep E,Partner,2,953.87,1907.74,2024-11
507350,2025-03-04,South,Outdoor Shades,Rep D,Referral,3,537.65,1612.95,2025-03
507351,2024-03-21,South,Smart Blinds,Rep D,Inbound Call,3,823.11,2469.33,2024-03
507352,2024-10-03,East,Smart Blinds,Rep A,Website,2,643.06,1286.12,2024-10
507353,2025-10-28,Midwest,Accessories,Rep C,Website,3,500.66,1501.98,2025-10
507354,2024-07-06,Midwest,Accessories,Rep B,Inbound Call,3,830.81,2492.43,2024-07
507355,2025-12-13,Midwest,Window Treatments,Rep D,Partner,5,147.36,736.8,2025-12
507356,2025-08-01,Midwest,Window Treatments,Rep E,Partner,4,991.59,3966.36,2025-08
507357,2024-11-10,Midwest,Outdoor Shades,Rep D,Referral,4,989.4,3957.6,2024-11
507358,2025-11-25,South,Accessories,Rep C,Referral,4,525.84,2103.36,2025-11
507359,2025-06-16,Midwest,Window Treatments,Rep D,Website,1,324.25,324.25,2025-06
507360,2024-11-12,West,Smart Blinds,Rep D,Website,1,417.53,417.53,2024-11
507361,2024-07-05,West,Window Treatments,Rep B,Canvassing,4,765.75,3063.0,2024-07
507362,2024-09-07,Midwest,Outdoor Shades,Rep C,Referral,4,673.67,2694.68,2024-09
507363,2025-02-02,South,Smart Blinds,Rep A,Website,4,328.73,1314.92,2025-02
507364,2025-03-29,East,Outdoor Shades,Rep D,Referral,1,800.3,800.3,2025-03
507365,2024-09-26,Midwest,Window Treatments,Rep A,Referral,5,714.05,3570.25,2024-09
507366,2024-11-09,Midwest,Outdoor Shades,Rep B,Referral,4,513.45,2053.8,2024-11
507367,2024-01-14,South,Window Treatments,Rep A,Partner,2,1058.3,2116.6,2024-01
507368,2025-10-27,South,Window Treatments,Rep A,Referral,4,747.26,2989.04,2025-10
507369,2024-02-05,Midwest,Accessories,Rep C,Website,1,859.2,859.2,2024-02
507370,2024-12-05,South,Smart Blinds,Rep E,Inbound Call,4,228.19,912.76,2024-12
507371,2025-09-18,Midwest,Window Treatments,Rep C,Inbound Call,1,147.64,147.64,2025-09
507372,2025-11-13,South,Outdoor Shades,Rep B,Canvassing,2,529.67,1059.34,2025-11
507373,2025-03-07,East,Window Treatments,Rep E,Canvassing,2,1044.98,2089.96,2025-03
507374,2025-12-23,East,Window Treatments,Rep A,Inbound Call,2,668.63,1337.26,2025-12
507375,2025-09-18,Midwest,Outdoor Shades,Rep D,Partner,5,770.56,3852.8,2025-09
507376,2024-08-03,East,Accessories,Rep C,Partner,2,230.89,461.78,2024-08
507377,2025-02-09,East,Smart Blinds,Rep E,Website,3,734.8,2204.4,2025-02
507378,2024-09-28,West,Outdoor Shades,Rep E,Partner,4,364.99,1459.96,2024-09
507379,2025-08-03,Midwest,Window Treatments,Rep C,Inbound Call,2,167.33,334.66,2025-08
507380,2024-12-13,East,Accessories,Rep B,Canvassing,2,1020.82,2041.64,2024-12
507381,2025-01-31,South,Outdoor Shades,Rep B,Canvassing,3,425.11,1275.33,2025-01
507382,2024-08-16,East,Accessories,Rep E,Inbound Call,5,344.74,1723.7,2024-08
507383,2025-08-18,East,Accessories,Rep A,Partner,2,291.82,583.64,2025-08
507384,2024-01-12,Midwest,Window Treatments,Rep A,Canvassing,2,724.31,1448.62,2024-01
507385,2025-03-21,East,Window Treatments,Rep E,Referral,4,1001.13,4004.52,2025-03
507386,2025-07-09,Midwest,Outdoor Shades,Rep C,Referral,1,628.16,628.16,2025-07
507387,2024-06-26,Midwest,Outdoor Shades,Rep E,Canvassing,2,181.08,362.16,2024-06
507388,2025-08-07,South,Accessories,Rep B,Inbound Call,5,835.2,4176.0,2025-08
507389,2025-08-31,Midwest,Outdoor Shades,Rep A,Referral,4,812.15,3248.6,2025-08
507390,2025-04-30,West,Outdoor Shades,Rep E,Inbound Call,2,1084.19,2168.38,2025-04
507391,2025-01-01,South,Smart Blinds,Rep B,Canvassing,3,498.78,1496.34,2025-01
507392,2024-01-19,Midwest,Accessories,Rep D,Website,3,162.78,488.34,2024-01
507393,2025-03-13,West,Smart Blinds,Rep A,Website,2,432.45,864.9,2025-03
507394,2024-11-08,East,Outdoor Shades,Rep A,Canvassing,3,934.03,2802.09,2024-11
507395,2025-10-28,South,Outdoor Shades,Rep A,Partner,2,772.85,1545.7,2025-10
507396,2025-03-26,Midwest,Window Treatments,Rep A,Inbound Call,4,788.46,3153.84,2025-03
507397,2025-01-24,South,Window Treatments,Rep E,Referral,3,259.44,778.32,2025-01
507398,2025-07-11,East,Outdoor Shades,Rep A,Inbound Call,1,1007.69,1007.69,2025-07
507399,2024-03-04,West,Outdoor Shades,Rep C,Website,3,594.6,1783.8,2024-03
507400,2024-04-02,West,Smart Blinds,Rep B,Inbound Call,5,861.59,4307.95,2024-04
507401,2024-09-21,South,Smart Blinds,Rep B,Website,4,990.61,3962.44,2024-09
507402,2024-07-20,Midwest,Outdoor Shades,Rep B,Partner,1,920.16,920.16,2024-07
507403,2024-06-02,East,Outdoor Shades,Rep C,Inbound Call,5,549.92,2749.6,2024-06
507404,2024-07-07,East,Accessories,Rep B,Referral,3,822.03,2466.09,2024-07
507405,2024-08-31,East,Outdoor Shades,Rep C,Referral,5,256.33,1281.65,2024-08
507406,2025-05-31,Midwest,Window Treatments,Rep D,Website,4,921.63,3686.52,2025-05
507407,2024-08-23,South,Window Treatments,Rep B,Referral,2,987.93,1975.86,2024-08
507408,2024-01-31,East,Window Treatments,Rep C,Website,3,312.87,938.61,2024-01
507409,2025-01-06,West,Window Treatments,Rep C,Partner,3,215.93,647.79,2025-01
507410,2025-03-01,East,Window Treatments,Rep A,Canvassing,2,512.87,1025.74,2025-03
507411,2024-12-05,East,Smart Blinds,Rep D,Referral,2,659.0,1318.0,2024-12
507412,2024-09-09,South,Outdoor Shades,Rep B,Partner,4,343.96,1375.84,2024-09
507413,2025-04-07,Midwest,Window Treatments,Rep A,Partner,3,696.88,2090.64,2025-04
507414,2024-01-15,South,Window Treatments,Rep C,Referral,2,482.39,964.78,2024-01
507415,2024-04-01,South,Window Treatments,Rep C,Partner,5,734.84,3674.2,2024-04
507416,2024-01-02,Midwest,Outdoor Shades,Rep E,Inbound Call,4,882.38,3529.52,2024-01
507417,2024-03-11,South,Outdoor Shades,Rep B,Referral,1,207.77,207.77,2024-03
507418,2024-02-13,West,Window Treatments,Rep B,Partner,5,986.72,4933.6,2024-02
507419,2025-05-07,Midwest,Window Treatments,Rep B,Referral,4,153.81,615.24,2025-05
507420,2024-02-24,West,Smart Blinds,Rep B,Inbound Call,4,711.79,2847.16,2024-02
507421,2025-10-15,South,Outdoor Shades,Rep E,Referral,3,465.88,1397.64,2025-10
507422,2025-05-28,South,Outdoor Shades,Rep D,Partner,2,670.89,1341.78,2025-05
507423,2025-12-25,West,Smart Blinds,Rep A,Partner,1,369.81,369.81,2025-12
507424,2025-10-03,Midwest,Window Treatments,Rep A,Inbound Call,5,750.16,3750.8,2025-10
507425,2025-02-12,Midwest,Accessories,Rep B,Inbound Call,1,728.53,728.53,2025-02
507426,2025-01-21,East,Accessories,Rep B,Partner,4,224.97,899.88,2025-01
507427,2024-06-27,South,Window Treatments,Rep B,Inbound Call,3,158.02,474.06,2024-06
507428,2024-01-06,East,Accessories,Rep D,Inbound Call,3,467.09,1401.27,2024-01
507429,2024-08-29,Midwest,Outdoor Shades,Rep C,Inbound Call,3,853.88,2561.64,2024-08
507430,2024-11-02,South,Outdoor Shades,Rep E,Referral,2,634.43,1268.86,2024-11
507431,2025-10-06,Midwest,Outdoor Shades,Rep D,Referral,5,838.54,4192.7,2025-10
507432,2024-03-07,East,Window Treatments,Rep A,Canvassing,1,546.86,546.86,2024-03
507433,2025-05-19,Midwest,Window Treatments,Rep A,Referral,2,288.09,576.18,2025-05
507434,2024-07-02,South,Accessories,Rep D,Partner,4,352.67,1410.68,2024-07
507435,2025-04-15,East,Outdoor Shades,Rep B,Partner,4,131.06,524.24,2025-04
507436,2024-05-30,West,Outdoor Shades,Rep D,Referral,3,715.2,2145.6,2024-05
507437,2024-03-04,East,Window Treatments,Rep D,Inbound Call,2,644.31,1288.62,2024-03
507438,2025-02-11,South,Accessories,Rep D,Canvassing,1,981.31,981.31,2025-02
507439,2025-11-01,West,Outdoor Shades,Rep D,Website,5,609.7,3048.5,2025-11
507440,2025-04-06,West,Window Treatments,Rep C,Inbound Call,5,479.73,2398.65,2025-04
507441,2024-06-26,South,Accessories,Rep C,Referral,2,364.18,728.36,2024-06
507442,2025-10-22,Midwest,Smart Blinds,Rep E,Website,3,412.88,1238.64,2025-10
507443,2025-06-03,West,Outdoor Shades,Rep E,Inbound Call,5,469.49,2347.45,2025-06
507444,2025-04-21,West,Accessories,Rep B,Inbound Call,2,786.32,1572.64,2025-04
507445,2025-07-13,East,Window Treatments,Rep E,Inbound Call,1,363.08,363.08,2025-07
507446,2024-01-14,South,Outdoor Shades,Rep B,Website,5,600.49,3002.45,2024-01
507447,2025-09-06,West,Outdoor Shades,Rep C,Referral,3,792.62,2377.86,2025-09
507448,2024-11-22,East,Outdoor Shades,Rep B,Inbound Call,1,581.36,581.36,2024-11
507449,2025-12-25,East,Accessories,Rep C,Inbound Call,3,148.58,445.74,2025-12
507450,2024-04-21,West,Smart Blinds,Rep B,Partner,3,238.68,716.04,2024-04
507451,2024-04-11,Midwest,Outdoor Shades,Rep A,Inbound Call,3,501.25,1503.75,2024-04
507452,2025-06-29,South,Smart Blinds,Rep E,Inbound Call,5,861.01,4305.05,2025-06
507453,2025-04-07,East,Window Treatments,Rep D,Inbound Call,4,711.64,2846.56,2025-04
507454,2025-03-23,Midwest,Window Treatments,Rep B,Referral,5,661.78,3308.9,2025-03
507455,2024-06-20,Midwest,Smart Blinds,Rep D,Inbound Call,3,948.89,2846.67,2024-06
507456,2024-04-14,East,Window Treatments,Rep C,Website,4,656.18,2624.72,2024-04
507457,2024-02-16,West,Smart Blinds,Rep A,Inbound Call,3,694.69,2084.07,2024-02
507458,2025-07-26,Midwest,Window Treatments,Rep B,Canvassing,4,731.03,2924.12,2025-07
507459,2024-11-08,Midwest,Outdoor Shades,Rep C,Website,4,1057.57,4230.28,2024-11
507460,2024-09-20,Midwest,Accessories,Rep A,Website,2,801.92,1603.84,2024-09
507461,2024-08-01,East,Smart Blinds,Rep C,Inbound Call,3,462.96,1388.88,2024-08
507462,2024-12-28,Midwest,Outdoor Shades,Rep C,Partner,4,596.45,2385.8,2024-12
507463,2025-06-16,South,Window Treatments,Rep B,Inbound Call,5,411.7,2058.5,2025-06
507464,2025-08-07,South,Window Treatments,Rep D,Partner,4,455.23,1820.92,2025-08
507465,2025-11-08,Midwest,Outdoor Shades,Rep D,Referral,4,241.78,967.12,2025-11
507466,2025-05-26,West,Window Treatments,Rep E,Canvassing,2,838.8,1677.6,2025-05
507467,2025-06-19,East,Window Treatments,Rep A,Referral,2,573.48,1146.96,2025-06
507468,2025-05-11,Midwest,Window Treatments,Rep B,Website,4,380.59,1522.36,2025-05
507469,2025-09-11,Midwest,Smart Blinds,Rep B,Inbound Call,5,685.13,3425.65,2025-09
507470,2025-03-12,Midwest,Accessories,Rep E,Website,4,243.99,975.96,2025-03
507471,2025-07-01,Midwest,Smart Blinds,Rep B,Inbound Call,5,741.26,3706.3,2025-07
507472,2025-09-09,West,Smart Blinds,Rep D,Referral,2,1019.84,2039.68,2025-09
507473,2025-12-25,South,Window Treatments,Rep A,Website,5,845.15,4225.75,2025-12
507474,2025-09-04,East,Outdoor Shades,Rep B,Website,2,376.65,753.3,2025-09
507475,2024-02-06,West,Smart Blinds,Rep B,Referral,1,452.09,452.09,2024-02
507476,2025-07-31,South,Window Treatments,Rep C,Website,5,819.08,4095.4,2025-07
507477,2025-03-11,East,Smart Blinds,Rep D,Partner,1,540.41,540.41,2025-03
507478,2025-02-07,East,Smart Blinds,Rep C,Canvassing,5,681.95,3409.75,2025-02
507479,2025-11-14,East,Accessories,Rep E,Canvassing,4,535.02,2140.08,2025-11
507480,2024-08-19,East,Outdoor Shades,Rep C,Referral,5,389.05,1945.25,2024-08
507481,2025-03-19,South,Outdoor Shades,Rep B,Canvassing,2,752.31,1504.62,2025-03
507482,2025-06-04,West,Smart Blinds,Rep D,Website,2,1029.39,2058.78,2025-06
507483,2024-10-02,East,Outdoor Shades,Rep E,Partner,3,766.49,2299.47,2024-10
507484,2025-11-20,East,Outdoor Shades,Rep A,Referral,5,243.43,1217.15,2025-11
507485,2024-09-07,West,Accessories,Rep E,Inbound Call,3,201.36,604.08,2024-09
507486,2024-11-16,Midwest,Smart Blinds,Rep C,Inbound Call,5,539.29,2696.45,2024-11
507487,2024-12-26,Midwest,Outdoor Shades,Rep E,Canvassing,3,589.27,1767.81,2024-12
507488,2025-12-22,East,Outdoor Shades,Rep D,Website,2,1087.08,2174.16,2025-12
507489,2025-02-02,Midwest,Outdoor Shades,Rep D,Inbound Call,2,871.95,1743.9,2025-02
507490,2024-05-25,West,Outdoor Shades,Rep E,Referral,3,652.92,1958.76,2024-05
507491,2025-02-04,Midwest,Window Treatments,Rep E,Inbound Call,5,340.04,1700.2,2025-02
507492,2024-08-18,East,Outdoor Shades,Rep B,Referral,2,1038.91,2077.82,2024-08
507493,2024-02-23,East,Smart Blinds,Rep A,Referral,3,562.41,1687.23,2024-02
507494,2024-03-28,Midwest,Outdoor Shades,Rep D,Canvassing,3,637.89,1913.67,2024-03
507495,2025-10-25,South,Accessories,Rep D,Canvassing,3,533.29,1599.87,2025-10
507496,2025-07-04,Midwest,Smart Blinds,Rep E,Website,1,474.61,474.61,2025-07
507497,2025-08-18,West,Window Treatments,Rep E,Inbound Call,1,958.63,958.63,2025-08
507498,2024-03-21,Midwest,Smart Blinds,Rep A,Website,1,365.89,365.89,2024-03
507499,2024-07-23,Midwest,Outdoor Shades,Rep B,Website,4,439.48,1757.92,2024-07
507500,2025-04-13,South,Outdoor Shades,Rep B,Referral,1,775.47,775.47,2025-04
507501,2024-10-16,West,Smart Blinds,Rep B,Canvassing,2,918.02,1836.04,2024-10
507502,2024-12-02,West,Window Treatments,Rep C,Partner,3,944.9,2834.7,2024-12
507503,2025-06-16,South,Window Treatments,Rep D,Partner,3,308.61,925.83,2025-06
507504,2024-12-28,West,Smart Blinds,Rep C,Referral,3,906.03,2718.09,2024-12
507505,2024-02-04,Midwest,Window Treatments,Rep A,Website,3,450.72,1352.16,2024-02
507506,2025-03-01,East,Smart Blinds,Rep D,Canvassing,2,957.98,1915.96,2025-03
507507,2024-08-09,West,Window Treatments,Rep B,Canvassing,4,142.69,570.76,2024-08
507508,2024-02-01,Midwest,Smart Blinds,Rep A,Canvassing,2,696.05,1392.1,2024-02
507509,2024-08-09,West,Outdoor Shades,Rep E,Canvassing,4,470.16,1880.64,2024-08
507510,2025-12-02,West,Outdoor Shades,Rep A,Referral,4,1024.58,4098.32,2025-12
507511,2025-11-02,East,Outdoor Shades,Rep B,Referral,4,726.48,2905.92,2025-11
507512,2024-03-08,South,Window Treatments,Rep B,Website,2,909.97,1819.94,2024-03
507513,2024-01-19,Midwest,Outdoor Shades,Rep C,Website,1,811.39,811.39,2024-01
507514,2025-06-21,East,Window Treatments,Rep D,Website,4,866.87,3467.48,2025-06
507515,2025-03-26,East,Window Treatments,Rep A,Inbound Call,2,630.83,1261.66,2025-03
507516,2024-03-25,East,Window Treatments,Rep C,Inbound Call,4,1001.73,4006.92,2024-03
507517,2024-02-05,Midwest,Outdoor Shades,Rep D,Website,1,920.21,920.21,2024-02
507518,2025-05-23,East,Smart Blinds,Rep D,Partner,3,437.51,1312.53,2025-05
507519,2025-06-21,Midwest,Outdoor Shades,Rep E,Partner,1,1028.89,1028.89,2025-06
507520,2024-09-08,South,Outdoor Shades,Rep B,Partner,2,306.91,613.82,2024-09
507521,2024-08-05,South,Window Treatments,Rep B,Canvassing,1,327.46,327.46,2024-08
507522,2024-03-04,West,Window Treatments,Rep A,Inbound Call,1,564.34,564.34,2024-03
507523,2024-06-30,West,Window Treatments,Rep E,Website,3,584.87,1754.61,2024-06
507524,2025-10-17,West,Window Treatments,Rep E,Inbound Call,4,339.15,1356.6,2025-10
507525,2025-11-23,West,Outdoor Shades,Rep C,Partner,4,1003.16,4012.64,2025-11
507526,2024-01-07,Midwest,Window Treatments,Rep B,Inbound Call,5,600.89,3004.45,2024-01
507527,2025-07-12,East,Window Treatments,Rep C,Partner,5,564.78,2823.9,2025-07
507528,2024-05-18,East,Window Treatments,Rep C,Partner,3,676.25,2028.75,2024-05
507529,2025-06-01,West,Smart Blinds,Rep B,Partner,4,181.84,727.36,2025-06
507530,2024-05-27,West,Smart Blinds,Rep E,Partner,3,474.53,1423.59,2024-05
507531,2024-02-03,Midwest,Outdoor Shades,Rep C,Website,5,189.71,948.55,2024-02
507532,2024-10-01,East,Window Treatments,Rep B,Canvassing,4,748.78,2995.12,2024-10
507533,2024-05-12,South,Accessories,Rep D,Website,5,538.03,2690.15,2024-05
507534,2025-11-09,East,Smart Blinds,Rep D,Canvassing,1,568.51,568.51,2025-11
507535,2024-05-01,Midwest,Outdoor Shades,Rep E,Website,2,392.63,785.26,2024-05
507536,2024-03-04,Midwest,Smart Blinds,Rep D,Website,3,120.4,361.2,2024-03
507537,2024-07-13,East,Window Treatments,Rep A,Canvassing,3,536.49,1609.47,2024-07
507538,2024-06-25,South,Smart Blinds,Rep E,Inbound Call,4,301.48,1205.92,2024-06
507539,2025-04-17,South,Window Treatments,Rep C,Referral,2,221.19,442.38,2025-04
507540,2025-01-13,Midwest,Smart Blinds,Rep C,Referral,4,400.41,1601.64,2025-01
507541,2024-07-01,South,Outdoor Shades,Rep E,Website,1,801.24,801.24,2024-07
507542,2024-10-18,West,Window Treatments,Rep B,Referral,5,704.4,3522.0,2024-10
507543,2025-03-16,West,Smart Blinds,Rep D,Referral,2,297.32,594.64,2025-03
507544,2025-01-23,South,Window Treatments,Rep C,Inbound Call,4,324.53,1298.12,2025-01
507545,2024-11-23,East,Accessories,Rep E,Canvassing,4,291.67,1166.68,2024-11
507546,2024-08-22,West,Window Treatments,Rep E,Website,2,259.43,518.86,2024-08
507547,2025-09-29,West,Outdoor Shades,Rep C,Partner,3,503.51,1510.53,2025-09
507548,2025-04-14,South,Window Treatments,Rep E,Canvassing,3,949.46,2848.38,2025-04
507549,2024-01-06,South,Window Treatments,Rep A,Website,3,523.91,1571.73,2024-01
507550,2024-10-05,West,Window Treatments,Rep B,Canvassing,3,991.0,2973.0,2024-10
507551,2024-11-27,East,Window Treatments,Rep B,Canvassing,4,734.2,2936.8,2024-11
507552,2024-06-16,South,Smart Blinds,Rep E,Partner,1,264.43,264.43,2024-06
507553,2025-05-04,East,Smart Blinds,Rep E,Inbound Call,1,742.87,742.87,2025-05
507554,2025-09-12,East,Accessories,Rep B,Canvassing,1,200.21,200.21,2025-09
507555,2024-12-13,South,Window Treatments,Rep A,Canvassing,1,447.18,447.18,2024-12
507556,2024-05-22,South,Smart Blinds,Rep B,Referral,1,972.22,972.22,2024-05
507557,2024-05-21,South,Outdoor Shades,Rep E,Partner,4,742.76,2971.04,2024-05
507558,2024-12-17,South,Window Treatments,Rep A,Referral,3,384.58,1153.74,2024-12
507559,2024-03-25,South,Outdoor Shades,Rep D,Referral,5,294.86,1474.3,2024-03
507560,2025-08-14,South,Window Treatments,Rep B,Inbound Call,1,1027.81,1027.81,2025-08
507561,2025-08-03,South,Outdoor Shades,Rep A,Website,3,957.31,2871.93,2025-08
507562,2024-06-12,East,Smart Blinds,Rep D,Partner,2,606.01,1212.02,2024-06
507563,2024-05-10,East,Window Treatments,Rep B,Referral,5,751.15,3755.75,2024-05
507564,2024-07-27,Midwest,Window Treatments,Rep D,Canvassing,1,819.36,819.36,2024-07
507565,2024-01-28,South,Outdoor Shades,Rep A,Website,1,741.69,741.69,2024-01
507566,2025-04-01,South,Window Treatments,Rep D,Website,3,268.03,804.09,2025-04
507567,2025-11-21,Midwest,Window Treatments,Rep E,Canvassing,5,724.29,3621.45,2025-11
507568,2024-04-19,West,Smart Blinds,Rep A,Referral,3,172.4,517.2,2024-04
507569,2025-05-07,West,Smart Blinds,Rep A,Inbound Call,4,260.36,1041.44,2025-05
507570,2025-04-01,South,Accessories,Rep B,Canvassing,3,575.29,1725.87,2025-04
507571,2024-12-17,Midwest,Window Treatments,Rep B,Referral,2,337.27,674.54,2024-12
507572,2025-03-31,West,Smart Blinds,Rep B,Canvassing,5,256.42,1282.1,2025-03
507573,2025-04-04,East,Window Treatments,Rep C,Inbound Call,2,707.62,1415.24,2025-04
507574,2024-05-06,South,Window Treatments,Rep A,Referral,3,810.23,2430.69,2024-05
